fr,fe
117355,140576
117355,140873
117356,126288
117356,121027
117356,139924
117356,118710
117356,131838
117356,138441
117356,141766
117356,133010
117357,122890
117357,125311
117357,134065
117357,125572
117357,118267
117357,141865
117358,125327
117358,59
117358,123169
117358,127543
117358,120339
117359,133836
117359,126253
117359,117607
117359,127047
117359,123394
117359,133187
117359,139511
117359,137340
117359,124076
117359,130512
117360,117356
117360,115831
117360,140285
117360,132204
117360,141921
117360,118986
117360,139658
117360,127785
117360,124448
117360,133751
117361,117696
117361,119044
117361,132520
117361,134069
117361,135519
117361,123446
117361,135039
117361,118237
117362,124398
117362,127583
117362,129699
117362,128467
117362,137926
117362,123507
117362,139748
117363,140996
117363,133098
117363,131750
117363,139076
117363,141907
117363,140785
117363,119075
117363,141734
117364,136796
117364,124664
117364,122245
117364,131547
117364,130960
117364,129260
117364,115729
117364,134146
117365,140724
117365,120272
117365,121452
117365,136099
117365,131893
117365,141301
117366,130886
117366,137741
117366,135638
117366,116690
117366,116551
117366,132240
117366,122042
117366,120867
117366,120825
117367,126530
117367,140619
117367,116368
117367,128123
117367,134775
117367,140121
117367,140930
117367,120896
117367,141180
117367,137058
117368,122325
117368,133290
117368,130016
117368,118864
117368,119923
117368,132557
117368,134232
117368,115906
117368,140519
117368,130567
117369,137418
117369,127367
117369,119529
117369,131514
117369,134778
117369,136968
117369,123901
117369,126950
117370,137453
117370,136878
117370,125139
117370,124679
117370,135744
117370,138429
117370,129747
117371,122796
117371,132340
117371,133631
117371,118200
117371,139817
117371,122108
117371,125012
117371,127103
117371,137828
117371,123877
117373,139085
117373,117072
117373,115983
117373,128848
117373,129473
117373,132412
117374,124333
117374,116718
117374,140364
117374,116978
117374,138736
117374,119438
117374,130701
117374,126911
117374,141796
117375,122510
117375,140409
117375,125999
117375,130415
117375,117826
117375,132302
117375,128431
117375,141977
117375,35
117375,123101
117376,140377
117376,141577
117376,136245
117376,137752
117376,126596
117376,132096
117377,122232
117377,126884
117377,121697
117377,131278
117378,138990
117378,139133
117378,139166
117378,117213
117378,135607
117378,119761
117378,122203
117378,115832
117378,124362
117378,125831
117379,138512
117379,136365
117379,131902
117379,134403
117380,123887
117380,123263
117380,131982
117380,140292
117380,141170
117381,125256
117381,140946
117381,123989
117381,139655
117381,140713
117381,138502
117381,142001
117381,120684
117382,123729
117382,139803
117382,122182
117382,126663
117382,115935
117382,128601
117382,134137
117382,116740
117382,131296
117382,128044
117383,117366
117383,135544
117383,132032
117383,141653
117384,123929
117384,141887
117384,125171
117384,127909
117384,122897
117384,141473
117385,118248
117385,119292
117385,128550
117385,129267
117386,119953
117386,126135
117386,141549
117386,120429
117386,126367
117386,136570
117387,137877
117387,126308
117387,134030
117387,131567
117387,134560
117387,118212
117387,138205
117387,141568
117387,123487
117388,132736
117388,118194
117388,132476
117388,121015
117388,140087
117388,119964
117388,134834
117388,133082
117388,116162
117388,125355
117389,139638
117389,122634
117389,125891
117389,115899
117389,133108
117389,116860
117389,122421
117389,131456
117389,124679
117389,139759
117390,116930
117390,125118
117390,122418
117390,135203
117390,132492
117391,119927
117391,138516
117391,133512
117391,140232
117391,131860
117391,119583
117391,138635
117391,133943
117392,125238
117392,128354
117392,127273
117392,131981
117393,131585
117393,115963
117393,82
117393,127228
117394,130983
117394,118585
117394,133418
117394,125954
117394,124331
117394,120648
117394,130679
117394,129853
117394,138816
117395,131661
117395,129796
117395,140629
117395,119100
117395,141402
117396,138535
117396,133368
117396,141776
117396,121234
117396,133715
117396,117834
117396,116219
117396,120158
117396,136489
117397,118899
117397,137853
117397,122696
117397,123563
117397,125820
117398,142059
117398,139440
117398,115958
117398,137107
117398,139144
117398,116492
117399,138537
117399,137093
117399,127760
117399,128311
117399,125612
117399,138077
117399,123586
117399,128941
117399,118414
117399,137513
117400,128846
117400,137500
117400,124454
117400,125889
117400,136015
117400,117134
117400,120267
117400,123071
117400,125379
117401,121085
117401,119391
117401,136347
117401,125729
117401,123319
117402,133683
117402,125326
117402,136797
117402,122558
117403,116260
117403,123713
117403,124658
117403,122449
117404,122224
117404,138578
117404,134075
117404,132042
117405,120015
117405,139020
117405,131406
117405,136229
117407,126278
117407,120959
117407,138710
117407,136369
117407,130503
117408,122748
117408,127526
117408,135520
117408,124185
117408,140862
117409,141504
117409,120454
117409,134064
117409,118584
117409,116229
117409,118768
117410,137566
117410,133276
117410,139198
117410,134356
117410,124904
117410,125857
117410,135418
117410,133832
117410,139292
117410,138820
117411,128780
117411,123847
117411,135035
117411,119132
117411,126159
117411,123236
117411,130122
117411,134576
117412,137680
117412,139849
117412,123240
117412,127370
117412,140052
117412,121610
117412,133092
117412,117980
117412,140246
117413,128124
117413,123186
117413,126060
117413,135513
117413,137410
117413,119480
117414,1536
117414,117665
117414,129560
117414,131480
117414,133572
117414,123638
117414,127774
117414,130799
117414,137755
117415,136268
117415,142003
117415,140939
117415,135342
117415,123404
117415,131751
117415,126877
117415,119195
117415,125962
117416,132598
117416,136298
117416,122353
117416,134683
117416,120564
117416,115818
117417,130446
117417,141601
117417,127294
117417,126712
117417,134143
117417,139687
117417,117828
117417,119441
117418,134644
117418,136257
117418,119148
117418,136657
117418,118233
117418,121929
117421,135590
117421,131169
117421,125836
117421,139565
117421,137603
117421,130642
117421,135880
117421,124600
117422,134436
117422,122525
117422,133020
117422,137674
117422,134567
117422,136833
117422,132095
117422,141130
117422,136364
117422,121637
117423,139721
117423,120215
117423,136578
117423,131058
117424,116904
117424,129196
117424,136309
117424,126621
117424,141312
117425,130786
117425,133776
117425,116377
117425,122104
117425,119639
117425,139493
117425,132553
117426,119267
117426,126296
117426,133102
117426,137330
117426,118133
117426,134149
117426,133439
117426,137325
117426,131950
117427,129542
117427,122214
117427,124919
117427,121871
117427,129311
117427,119010
117427,129269
117427,138879
117427,137769
117428,124028
117428,129776
117428,125921
117428,133419
117428,132412
117428,133808
117428,137436
117429,134742
117429,133121
117429,139625
117429,136864
117429,132659
117429,116447
117429,58213
117429,121396
117429,118257
117429,117792
117430,141147
117430,116798
117430,117700
117430,124616
117430,130266
117431,119121
117431,130476
117431,116871
117431,130004
117432,121647
117432,141363
117432,132823
117432,118400
117433,123318
117433,141818
117433,131401
117433,125886
117434,138801
117434,133352
117434,125077
117434,137958
117434,138502
117434,119083
117435,120485
117435,128659
117435,142070
117435,122906
117435,130803
117435,135799
117435,125624
117435,131429
117435,129383
117435,121820
117436,121175
117436,118212
117436,120419
117436,131637
117436,117061
117436,121239
117436,140848
117437,123451
117437,120778
117437,122215
117437,122301
117437,127699
117438,118043
117438,137791
117438,120976
117438,126861
117438,131243
117438,116791
117438,127857
117438,129451
117438,134164
117439,123493
117439,135583
117439,128911
117439,119928
117440,128886
117440,125347
117440,132900
117440,118889
117440,126693
117440,120183
117441,128911
117441,126720
117441,118192
117441,129843
117441,118569
117442,138946
117442,133732
117442,137443
117442,134239
117442,117437
117443,120364
117443,136030
117443,128350
117443,120198
117443,126058
117444,125863
117444,121883
117444,132149
117444,135197
117444,130198
117444,123144
117444,118859
117444,123962
117444,130116
117444,130937
117445,133494
117445,141504
117445,135439
117445,120898
117446,122806
117446,127999
117446,136481
117446,135720
117446,126308
117446,135914
117446,123118
117446,128138
117447,131557
117447,134557
117447,126959
117447,139662
117447,129358
117447,129533
117447,140005
117447,139113
117447,121453
117448,131396
117448,136367
117448,121419
117448,140606
117449,132318
117449,128222
117449,137961
117449,123348
117449,115737
117449,120272
117449,138809
117450,138114
117450,119859
117450,135472
117450,139830
117451,123926
117451,129754
117451,121664
117451,117179
117451,124560
117452,117871
117452,126880
117452,126982
117452,117373
117453,122307
117453,116606
117453,131394
117453,119444
117453,132671
117453,122721
117454,139314
117454,128740
117454,139058
117454,129359
117454,120316
117454,120937
117454,123635
117454,139110
117454,137933
117455,140196
117455,130721
117455,121555
117455,132633
117455,128707
117455,123377
117455,129058
117456,136038
117456,132572
117456,136329
117456,141335
117456,122396
117456,118005
117456,117730
117457,138215
117457,134052
117457,125268
117457,120793
117457,121456
117458,130054
117458,118335
117458,121646
117458,135316
117458,122593
117458,124714
117458,130056
117458,135628
117459,137798
117459,122092
117459,128358
117459,135875
117459,140371
117459,136356
117460,138426
117460,141525
117460,130132
117460,129227
117460,126729
117460,137185
117461,125349
117461,136035
117461,134876
117461,128354
117461,116054
117461,123495
117462,131447
117462,125096
117462,119631
117462,122266
117462,131277
117462,133910
117462,136647
117462,126424
117463,137651
117463,138720
117463,133784
117463,129114
117463,138834
117463,119143
117463,140359
117464,134437
117464,136380
117464,117923
117464,126321
117465,138768
117465,117328
117465,134018
117465,121897
117465,131082
117466,141753
117466,139301
117466,125386
117466,126074
117466,116513
117466,119291
117466,130291
117467,118937
117467,132759
117467,126639
117467,128400
117468,133277
117468,128483
117468,135004
117468,139243
117468,130322
117468,127323
117470,133208
117470,120139
117470,138223
117470,126230
117470,134867
117470,123571
117471,129833
117471,132354
117471,119866
117471,118505
117471,139613
117472,135134
117472,135492
117472,140209
117472,132293
117473,120419
117473,129441
117473,140779
117473,125221
117473,123416
117473,117613
117473,132026
117473,141756
117473,140289
117473,139266
117474,129274
117474,124094
117474,123268
117474,122744
117474,122431
117474,124262
117474,125033
117474,130099
117474,135220
117474,117999
117475,140496
117475,136656
117475,137726
117475,117661
117475,140807
117475,138126
117476,128281
117476,120014
117476,130402
117476,119333
117476,138598
117476,130498
117476,121256
117476,119683
117476,128578
117476,140950
117477,126571
117477,119228
117477,128269
117477,121572
117477,128355
117477,129926
117477,124605
117477,140552
117477,119674
117477,121185
117478,117642
117478,141190
117478,63
117478,125253
117478,137025
117478,137449
117478,129740
117478,138944
117478,138624
117478,133776
117479,126369
117479,140332
117479,136913
117479,122021
117479,118041
117479,127779
117479,137873
117479,117796
117479,132544
117480,141785
117480,124673
117480,116661
117480,139825
117480,118695
117480,139860
117480,137573
117480,128256
117480,121798
117480,123266
117481,131212
117481,135199
117481,136792
117481,138279
117481,117485
117481,126438
117481,119464
117482,126660
117482,116323
117482,135143
117482,128582
117482,127192
117482,124299
117483,126901
117483,138756
117483,117524
117483,128556
117483,124172
117484,124570
117484,130564
117484,126919
117484,132160
117484,140284
117484,141641
117484,133105
117484,117531
117484,141062
117485,116221
117485,117140
117485,132804
117485,119882
117485,126833
117485,126984
117485,129754
117485,117494
117485,121670
117486,136530
117486,130760
117486,137437
117486,120035
117486,138856
117487,123817
117487,140131
117487,118323
117487,122071
117487,137700
117487,128528
117488,131681
117488,140337
117488,141931
117488,141358
117489,116650
117489,119675
117489,141132
117489,120273
117489,129432
117490,140306
117490,119812
117490,141584
117490,134466
117490,137472
117490,119500
117490,139087
117490,128649
117490,117365
117490,131442
117491,138291
117491,139355
117491,123525
117491,139003
117491,136512
117491,131373
117492,122583
117492,129661
117492,135871
117492,118115
117492,141016
117492,135923
117493,120766
117493,139910
117493,118263
117493,122918
117493,124086
117493,127233
117493,123586
117493,133503
117493,126166
117494,121579
117494,134191
117494,134573
117494,119282
117494,136823
117494,133904
117494,120802
117494,135121
117494,117218
117494,138823
117495,123754
117495,124284
117495,124714
117495,138497
117496,132579
117496,137980
117496,137063
117496,117864
117496,129373
117496,121510
117496,124445
117496,127563
117496,142013
117497,117186
117497,132134
117497,134347
117497,136059
117497,131474
117497,136452
117497,129444
117497,130495
117497,123014
117497,119834
117498,116559
117498,121303
117498,135232
117498,116409
117498,130126
117499,116339
117499,130530
117499,132504
117499,140073
117499,115811
117500,131619
117500,140927
117500,136461
117500,136431
117500,118947
117500,123639
117500,138411
117500,119503
117500,119444
117501,128210
117501,136179
117501,129462
117501,134631
117501,126318
117502,134564
117502,123706
117502,130951
117502,124857
117502,132747
117502,140314
117503,124604
117503,138356
117503,116779
117503,127293
117503,136534
117503,134498
117503,133630
117504,132956
117504,137556
117504,120774
117504,138978
117505,135791
117505,130444
117505,139424
117505,115743
117505,131530
117505,134658
117505,126624
117505,132325
117506,137775
117506,123654
117506,131057
117506,124422
117507,138009
117507,129370
117507,136206
117507,126789
117508,123677
117508,132480
117508,137396
117508,118944
117508,131868
117508,141098
117508,133573
117508,116296
117508,127210
117509,138008
117509,126104
117509,127959
117509,123333
117509,135583
117509,134975
117509,140387
117509,116732
117509,139362
117509,133613
117510,126978
117510,140048
117510,130270
117510,125517
117510,117839
117510,125817
117510,122391
117510,117218
117510,120859
117510,135353
117511,139267
117511,134812
117511,119240
117511,123370
117511,119178
117511,121757
117511,140485
117511,135226
117512,116882
117512,136061
117512,125446
117512,138912
117513,129415
117513,129830
117513,137326
117513,126056
117513,131875
117513,124580
117513,125637
117513,122733
117513,139220
117514,141966
117514,121425
117514,132620
117514,136119
117514,138867
117514,121273
117514,124135
117514,122665
117515,116591
117515,132286
117515,140865
117515,126970
117515,120245
117515,139234
117515,124007
117517,121853
117517,140373
117517,129565
117517,115889
117517,135447
117517,115899
117517,140488
117517,127835
117517,124116
117518,138368
117518,126369
117518,122445
117518,136793
117519,121734
117519,129882
117519,136499
117519,120310
117519,125175
117520,136724
117520,119123
117520,119407
117520,124473
117521,138702
117521,124809
117521,123455
117521,140507
117521,129696
117521,128617
117522,134207
117522,120951
117522,120129
117522,130051
117522,131107
117522,120239
117522,131582
117522,137892
117522,123251
117523,132357
117523,117982
117523,128740
117523,137048
117523,124685
117523,125752
117523,138358
117523,134131
117524,117311
117524,117907
117524,125074
117524,132637
117525,137138
117525,126925
117525,139861
117525,140568
117526,130028
117526,126103
117526,140534
117526,129126
117527,133107
117527,139399
117527,129325
117527,139541
117528,139760
117528,137534
117528,118401
117528,116719
117528,135421
117528,136024
117528,131350
117528,127583
117528,137087
117529,124567
117529,117643
117529,126727
117529,118309
117529,129289
117529,134398
117529,130803
117530,138292
117530,135037
117530,117365
117530,140380
117530,141932
117530,136445
117531,118917
117531,121152
117531,132847
117531,136959
117531,141142
117532,123508
117532,130647
117532,130117
117532,129928
117532,133526
117532,120499
117532,116885
117532,129179
117533,127503
117533,132090
117533,119036
117533,121091
117533,128512
117534,127253
117534,140901
117534,121292
117534,137153
117534,130932
117534,122495
117534,135362
117534,131521
117535,130045
117535,125599
117535,123286
117535,136560
117535,130407
117536,135143
117536,130793
117536,127298
117536,134077
117537,116837
117537,141782
117537,136060
117537,118893
117537,127743
117537,141915
117538,129019
117538,116834
117538,124665
117538,141306
117538,139329
117538,124491
117539,131427
117539,129039
117539,140393
117539,124964
117539,141170
117539,126767
117540,132974
117540,123997
117540,126441
117540,122251
117540,124773
117540,139902
117540,116790
117541,120810
117541,135866
117541,119694
117541,134148
117541,121474
117542,136562
117542,115775
117542,140594
117542,119483
117542,141868
117542,122927
117544,126155
117544,121163
117544,139527
117544,122628
117544,134784
117544,129214
117544,124370
117544,134361
117545,130276
117545,130357
117545,118588
117545,136984
117545,138176
117545,133676
117546,129722
117546,139275
117546,124319
117546,127192
117546,135586
117546,132677
117546,137406
117546,135197
117547,135471
117547,140056
117547,130942
117547,124522
117547,140967
117549,137173
117549,127119
117549,132399
117549,135636
117549,126963
117550,140100
117550,139445
117550,115989
117550,131231
117550,120906
117552,137609
117552,122275
117552,124372
117552,130721
117552,136737
117552,140596
117552,119277
117552,128299
117552,133563
117552,115920
117553,123193
117553,117489
117553,123435
117553,130930
117553,133811
117553,135935
117553,119385
117554,119781
117554,130066
117554,120361
117554,132322
117555,135641
117555,141553
117555,132931
117555,122227
117555,121060
117555,139341
117555,138943
117556,118280
117556,134448
117556,132819
117556,115868
117556,138667
117556,129143
117556,130337
117556,119190
117556,130098
117557,136394
117557,116073
117557,133155
117557,138461
117557,116984
117557,132961
117557,141556
117557,141052
117558,116243
117558,117692
117558,136011
117558,131832
117558,128951
117558,136388
117559,127802
117559,118388
117559,138257
117559,133497
117560,136714
117560,121088
117560,136243
117560,137138
117560,116703
117561,129880
117561,135324
117561,134320
117561,128386
117561,138117
117562,137045
117562,123431
117562,133557
117562,125466
117562,116412
117562,127320
117562,119498
117562,124028
117562,118281
117563,133837
117563,139414
117563,129303
117563,127849
117563,126746
117563,137603
117563,131778
117563,116834
117563,126151
117564,116754
117564,134323
117564,120973
117564,139682
117564,117584
117564,119953
117564,120510
117565,118328
117565,128598
117565,122533
117565,133200
117565,129525
117565,134754
117565,131962
117565,137689
117565,127451
117565,132979
117566,138336
117566,129116
117566,121092
117566,122528
117566,126141
117566,139943
117567,136560
117567,117938
117567,127464
117567,116721
117567,123233
117567,124862
117568,119875
117568,121128
117568,129422
117568,124785
117568,136575
117568,123313
117568,140045
117569,125295
117569,136934
117569,124699
117569,130648
117570,125249
117570,128885
117570,118114
117570,136793
117570,126044
117570,138980
117570,129600
117570,119581
117571,121751
117571,118569
117571,125893
117571,141617
117571,130088
117571,135564
117571,141836
117571,141241
117572,117382
117572,121964
117572,139517
117572,126812
117572,141023
117572,125675
117573,141390
117573,140748
117573,127724
117573,138162
117573,119343
117573,125040
117574,136410
117574,117150
117574,130924
117574,141798
117574,137701
117574,134816
117574,120657
117574,140010
117574,133833
117574,140344
117575,119411
117575,140119
117575,134878
117575,122641
117575,128586
117575,129718
117576,139006
117576,141293
117576,120417
117576,139033
117576,118926
117576,140206
117576,140720
117576,124659
117576,129151
117577,128158
117577,116217
117577,134685
117577,121457
117577,117315
117577,115925
117577,124778
117578,140995
117578,134530
117578,135983
117578,140270
117578,133252
117578,129493
117579,135393
117579,117182
117579,139102
117579,138446
117579,124126
117579,118282
117579,137820
117580,130790
117580,135607
117580,124400
117580,124887
117580,123915
117580,125322
117580,116899
117581,124015
117581,139561
117581,134436
117581,138652
117582,128333
117582,132158
117582,116724
117582,51793
117582,141297
117582,126728
117583,132662
117583,133078
117583,127417
117583,140860
117584,129299
117584,125096
117584,139775
117584,120548
117584,140935
117584,127385
117584,139896
117584,140308
117585,136878
117585,118886
117585,120244
117585,125115
117585,138029
117585,117667
117585,133887
117585,129485
117585,122174
117586,117273
117586,115878
117586,127435
117586,138057
117587,138287
117587,122085
117587,140927
117587,138291
117587,122095
117587,140520
117587,120201
117587,141888
117588,132190
117588,131409
117588,134748
117588,118677
117588,141940
117588,128687
117589,117771
117589,131343
117589,137915
117589,133810
117589,129800
117590,124964
117590,117104
117590,134139
117590,126091
117591,141280
117591,138345
117591,127485
117591,133297
117591,127736
117591,141733
117592,117093
117592,135286
117592,135600
117592,128786
117592,116323
117592,119612
117592,127607
117592,122239
117593,137052
117593,136001
117593,130515
117593,132414
117593,128605
117593,115786
117594,132556
117594,134937
117594,118301
117594,130329
117594,135149
117594,126512
117594,126713
117595,139992
117595,124422
117595,132484
117595,124464
117595,115826
117595,120410
117595,117794
117595,138922
117595,141519
117596,120133
117596,118246
117596,123814
117596,131678
117597,126420
117597,138128
117597,135572
117597,131784
117597,121251
117597,123569
117598,133073
117598,135723
117598,132612
117598,130330
117598,118337
117598,131857
117598,142055
117598,126971
117598,134854
117599,123914
117599,137223
117599,127473
117599,135605
117599,117651
117599,123212
117599,117521
117600,118466
117600,123135
117600,129284
117600,129583
117600,133928
117600,129215
117600,139008
117601,141986
117601,128442
117601,120437
117601,117203
117601,115949
117601,118989
117601,128994
117601,121770
117601,122698
117602,124875
117602,126316
117602,127561
117602,132259
117602,127046
117602,119550
117602,139876
117602,126420
117603,139306
117603,120180
117603,137601
117603,126834
117603,124235
117603,134918
117603,131321
117603,137153
117604,126208
117604,134384
117604,118083
117604,139638
117604,123369
117604,125615
117604,141561
117604,136905
117604,138866
117605,125677
117605,141402
117605,139837
117605,120712
117605,122018
117606,137496
117606,138200
117606,127805
117606,122157
117606,140981
117607,137215
117607,121844
117607,130418
117607,140370
117607,128282
117607,123099
117607,136498
117607,123701
117607,133952
117608,142036
117608,132375
117608,139920
117608,124090
117608,139207
117608,135392
117608,136448
117609,136880
117609,117172
117609,124703
117609,120215
117609,140908
117609,123340
117609,129303
117610,121009
117610,120752
117610,137193
117610,134831
117610,137846
117610,123809
117610,141515
117610,131591
117611,138551
117611,137593
117611,129099
117611,130542
117611,137002
117611,141941
117612,128943
117612,135260
117612,121615
117612,122533
117612,128742
117612,129558
117612,117639
117612,134398
117612,136658
117612,131533
117613,136708
117613,123307
117613,126636
117613,132331
117613,132669
117613,131514
117613,116451
117614,119098
117614,120513
117614,126321
117614,124918
117614,130961
117614,115949
117614,131688
117615,130057
117615,134226
117615,116160
117615,117491
117615,121544
117615,125000
117615,116812
117615,117918
117616,139484
117616,121059
117616,120193
117616,129741
117616,121837
117616,122159
117616,137950
117616,141764
117616,118258
117617,127533
117617,123617
117617,121875
117617,118026
117617,138163
117617,141697
117617,120571
117617,140657
117618,118881
117618,129995
117618,116978
117618,138569
117619,134172
117619,121086
117619,135208
117619,136796
117620,120567
117620,134032
117620,128263
117620,137353
117620,120360
117621,119780
117621,134268
117621,127260
117621,122667
117621,127254
117621,133573
117621,129675
117621,131024
117621,124050
117621,134440
117622,118109
117622,128154
117622,129928
117622,126449
117622,125263
117622,125842
117622,117482
117623,140901
117623,138376
117623,133829
117623,117431
117623,137873
117623,119206
117623,128603
117623,133992
117623,140848
117623,135731
117624,117239
117624,128690
117624,128119
117624,140492
117624,126688
117624,139119
117624,122428
117624,141385
117627,121784
117627,139519
117627,140294
117627,118863
117627,136698
117627,119127
117627,128266
117627,116113
117628,128490
117628,119119
117628,135535
117628,127062
117628,121876
117628,136429
117628,125960
117628,127278
117631,134931
117631,124633
117631,136584
117631,134088
117631,137583
117631,121096
117631,135835
117631,123442
117632,131673
117632,117666
117632,140181
117632,129070
117632,121579
117632,128619
117633,130191
117633,130703
117633,116272
117633,137203
117633,123059
117633,134415
117633,136496
117633,132782
117633,123261
117634,126789
117634,130103
117634,128026
117634,117597
117634,121789
117634,133364
117634,121591
117634,136096
117634,127698
117635,135306
117635,119912
117635,140087
117635,119976
117635,131924
117635,124844
117635,117463
117635,116386
117636,127664
117636,133237
117636,121126
117636,127724
117637,118662
117637,140319
117637,139857
117637,131097
117637,131985
117637,127035
117637,128616
117638,136929
117638,135894
117638,117225
117638,130077
117638,121459
117638,128421
117638,133816
117638,133831
117638,138698
117639,137075
117639,140443
117639,128853
117639,127629
117639,126535
117639,124096
117639,117964
117640,133193
117640,130475
117640,116916
117640,129379
117640,141487
117640,130132
117641,140655
117641,135364
117641,132877
117641,139420
117641,116281
117641,127080
117641,116540
117641,133781
117642,117244
117642,139765
117642,125413
117642,137249
117642,122987
117642,123364
117642,122586
117642,128268
117643,120172
117643,134469
117643,115900
117643,115990
117643,141639
117643,141794
117643,129428
117644,123150
117644,122796
117644,116782
117644,141267
117644,128202
117644,131654
117644,134012
117644,135379
117645,131856
117645,130971
117645,135134
117645,126616
117645,118128
117645,137587
117645,117035
117645,130770
117646,130646
117646,123018
117646,121354
117646,125513
117646,137135
117646,139648
117646,123756
117646,138410
117646,120718
117647,116092
117647,134348
117647,120591
117647,137352
117648,125590
117648,136056
117648,115916
117648,121351
117649,138626
117649,130502
117649,124317
117649,140133
117649,129867
117649,137915
117650,129984
117650,132939
117650,118982
117650,119353
117650,140895
117651,116625
117651,116000
117651,122377
117651,138775
117652,121812
117652,133173
117652,123924
117652,135165
117652,118058
117652,135428
117652,137572
117653,123976
117653,117352
117653,142074
117653,131032
117653,127219
117654,134993
117654,121071
117654,121971
117654,135040
117654,135100
117654,141632
117654,139307
117654,125600
117654,117619
117655,139734
117655,132955
117655,126187
117655,123946
117655,125917
117656,120657
117656,135929
117656,137842
117656,122393
117656,140748
117656,142099
117656,117205
117656,129111
117657,117604
117657,117936
117657,136303
117657,141645
117657,141320
117657,128232
117657,121648
117657,136372
117657,121695
117657,134281
117658,132016
117658,121801
117658,125168
117658,138976
117658,131062
117658,137106
117658,142095
117659,134186
117659,139480
117659,130660
117659,117685
117659,138986
117659,123116
117659,137635
117659,121633
117660,120128
117660,141968
117660,134624
117660,127575
117660,120181
117660,126253
117660,122135
117660,134489
117660,130007
117661,135169
117661,116845
117661,123067
117661,126382
117661,129240
117661,130248
117662,118188
117662,140536
117662,128822
117662,132251
117662,130676
117663,116290
117663,119014
117663,119593
117663,118102
117664,132517
117664,127525
117664,124528
117664,137181
117665,118767
117665,118866
117665,131137
117665,135817
117665,119096
117665,136905
117666,124234
117666,121159
117666,123155
117666,127870
117666,124719
117666,140447
117666,129666
117666,118511
117666,118445
117666,121483
117667,122889
117667,137272
117667,126878
117667,138743
117667,127295
117667,126432
117667,132341
117667,134564
117668,141687
117668,125250
117668,115798
117668,134964
117668,139914
117668,134445
117669,134168
117669,116529
117669,120856
117669,138540
117669,140014
117670,136987
117670,128124
117670,116622
117670,119349
117670,133763
117670,129334
117670,124976
117671,127941
117671,134494
117671,120526
117671,131207
117671,116161
117671,116544
117672,116889
117672,123817
117672,118753
117672,122291
117672,127001
117672,138678
117672,139075
117672,127164
117672,135805
117672,130500
117673,135305
117673,138005
117673,138698
117673,123493
117673,125995
117673,117821
117673,119101
117673,142022
117673,133598
117673,136216
117674,139510
117674,130440
117674,131721
117674,136596
117675,119338
117675,137391
117675,129474
117675,126843
117675,133362
117675,119068
117675,132943
117675,116014
117675,139190
117676,138431
117676,136340
117676,133299
117676,116675
117676,132823
117676,133341
117676,131706
117677,121933
117677,129071
117677,120225
117677,127795
117677,125377
117677,141659
117677,133836
117677,121821
117677,130711
117678,135208
117678,123275
117678,118523
117678,119818
117678,132046
117678,125950
117678,140936
117678,134111
117678,128958
117678,141661
117679,128741
117679,123695
117679,123014
117679,117367
117679,138043
117679,141954
117679,132563
117679,132058
117679,127173
117679,132535
117680,139337
117680,139547
117680,138847
117680,132611
117680,126123
117680,118983
117680,128708
117680,122755
117680,139993
117680,138955
117681,138282
117681,129540
117681,126442
117681,123068
117681,118487
117681,137455
117682,121658
117682,127837
117682,122219
117682,133766
117682,135676
117682,119174
117682,126853
117683,136265
117683,127682
117683,118957
117683,125790
117683,130213
117683,128022
117683,125908
117683,141436
117683,127639
117684,122071
117684,121098
117684,124869
117684,124959
117684,129180
117684,131449
117684,117634
117684,122196
117684,140495
117685,126377
117685,134423
117685,119187
117685,119594
117685,124836
117686,128371
117686,132086
117686,116636
117686,142032
117686,139113
117686,118487
117686,123611
117686,139118
117686,130126
117686,133928
117687,131554
117687,136338
117687,122061
117687,130545
117687,119877
117687,125594
117687,138206
117687,141725
117687,127347
117687,116537
117688,118692
117688,56
117688,120353
117688,124733
117688,133007
117688,128106
117688,136131
117688,129162
117689,134363
117689,121391
117689,116497
117689,137323
117689,138784
117689,133034
117690,125794
117690,138577
117690,138460
117690,119701
117690,139896
117690,127860
117691,132623
117691,124412
117691,136074
117691,135278
117691,118483
117691,122702
117691,138370
117691,124549
117692,131417
117692,117587
117692,133460
117692,132869
117693,133810
117693,139475
117693,140633
117693,121952
117694,136071
117694,132053
117694,117585
117694,121433
117694,119829
117694,123334
117694,140659
117694,116402
117694,127640
117695,117438
117695,137258
117695,127453
117695,120708
117696,140721
117696,134800
117696,132390
117696,136338
117696,126781
117696,141388
117696,142054
117696,118444
117697,128911
117697,138489
117697,115879
117697,131348
117698,118135
117698,135376
117698,135401
117698,124207
117698,122856
117698,140571
117698,135294
117699,129858
117699,126804
117699,134413
117699,127618
117699,120193
117699,132954
117699,117430
117699,134084
117699,132676
117699,116164
117700,118903
117700,138730
117700,118439
117700,132279
117700,130159
117700,124721
117700,134079
117700,138412
117701,139708
117701,118937
117701,120385
117701,125063
117701,135085
117701,138927
117701,131600
117701,123938
117702,137560
117702,117058
117702,128695
117702,116185
117702,126183
117702,132256
117703,117997
117703,134274
117703,126814
117703,119729
117703,137776
117703,118356
117703,139112
117703,139846
117703,123062
117704,136973
117704,119162
117704,131401
117704,118278
117704,138572
117704,141702
117704,135472
117704,140035
117704,125764
117704,118810
117705,119422
117705,134001
117705,126584
117705,129109
117705,135370
117705,136669
117705,120655
117705,130557
117705,134937
117705,140926
117706,126159
117706,138496
117706,140155
117706,141124
